--- scanner 0 ---
641,-709,-383
501,510,636
-705,828,-431
-764,593,595
-610,708,-500
-406,-864,449
-77,-136,-15
515,-651,-411
-588,-912,-736
1,17,72
844,455,-646
-784,542,383

--- scanner 11 ---
-705,-729,760
-796,-680,666
34,174,59
681,672,720
-634,-677,682
685,-381,-430
736,900,-429
-892,-338,-314
-28,77,-93
-796,472,419
731,-487,-512
-885,399,-599
746,727,-451
-885,458,443
678,-536,-330
652,-373,448
666,-453,483
-706,-323,-352
-807,414,492
734,-275,479
602,750,578
-890,436,-400
591,761,630
-645,-332,-356
-836,448,-626
735,709,-336

--- scanner 12 ---
560,-631,663
3,-21,-120
425,-576,-600
455,612,-831
-472,492,-534
615,888,330
-382,383,326
414,511,-837
76,90,15
-423,476,-725
-568,-599,563
751,919,441
480,-626,-579
-464,570,-714
425,438,-790
-744,-590,-577
461,-722,-487
-459,-674,578
-688,-533,-461
-366,425,292
-369,380,325
-448,-466,575
597,-635,584
647,-481,631
753,946,365
-709,-755,-482

--- scanner 13 ---
-793,-712,526
43,-66,-77
-592,814,658
608,-557,-325
-817,-758,545
-447,441,-677
-476,805,776
377,-808,643
685,332,-669
-306,539,-675
-533,-777,-578
527,469,775
576,-489,-523
666,440,-717
418,-765,542
-678,-863,-623
623,-570,-556
-625,-783,-492
460,-697,676
653,391,833
-611,841,744
774,405,-693
-801,-829,436
678,570,758
-11,91,43
-418,455,-584

--- scanner 14 ---
805,-443,-751
494,718,482
2,-16,82
104,91,-72
-597,622,-615
-753,481,430
-531,502,409
-672,731,-630
-588,446,525
571,-495,655
-464,742,-627
385,808,-378
751,-407,-916
382,821,-377
-351,-554,-767
-338,-407,491
560,-451,483
-450,-491,-811
478,767,673
531,-364,566
-440,-536,-708
-297,-435,349
776,-521,-828
572,726,662
427,824,-344
-266,-423,363

--- scanner 15 ---
-459,-573,-393
-541,-681,657
-691,578,-927
846,-686,740
854,-755,-493
-670,527,-858
-18,154,-79
540,944,-704
-392,942,855
-622,673,-807
-435,-635,739
-453,-688,-389
673,-696,718
689,-806,-510
549,934,-726
345,935,570
541,828,-585
122,-41,-59
-499,-636,-458
382,940,769
-377,756,817
714,-691,-476
-590,-628,839
655,-685,833
-386,695,813
394,886,543

--- scanner 16 ---
729,789,-842
-819,-334,502
-741,-438,568
399,-785,-551
682,756,-676
753,706,-666
-9,-118,-9
318,-711,-658
-857,-784,-531
439,-644,-605
-891,-827,-750
479,467,552
659,-682,340
-106,61,-102
-681,548,823
-664,604,849
-860,-785,-555
-613,351,-759
-677,411,-908
550,-780,387
-728,431,-696
-844,-469,484
437,638,591
-693,572,807
491,488,586
669,-789,409

--- scanner 17 ---
-418,-800,568
690,-779,507
441,-370,-505
-573,-900,575
-327,-603,-487
552,-453,-472
863,-801,517
-436,328,515
420,808,-712
731,415,512
-524,-718,522
491,824,-603
-18,24,64
109,-51,-38
-303,-536,-502
-677,620,-677
-482,397,567
537,800,-622
-442,332,630
706,449,397
484,-411,-606
672,-894,518
-576,655,-745
871,432,448
-517,524,-688
-258,-444,-547

--- scanner 18 ---
-674,750,495
-412,-547,817
610,-432,859
-410,-437,-273
648,612,-461
-691,786,446
738,446,520
-464,-684,742
637,554,-561
-494,402,-503
33,115,-7
775,424,642
-612,484,-492
541,-269,-637
-545,752,417
720,-493,891
-430,-571,-332
487,-434,-601
-31,4,175
802,545,536
654,-542,750
-302,-461,-356
516,-357,-523
522,627,-453
-459,-765,818
-593,412,-547

--- scanner 19 ---
-62,159,-61
396,-693,-479
-641,729,543
-709,-486,661
-552,-810,-705
-796,708,-772
-656,620,468
522,-264,566
-653,609,676
-662,-436,507
360,-565,-518
-774,808,-657
7,-11,2
419,-516,-543
409,-300,420
352,889,-418
383,849,609
341,867,-488
406,888,-551
-733,760,-705
501,-319,516
-741,-399,511
404,870,387
499,905,552
-725,-728,-734
-597,-770,-717

--- scanner 20 ---
-649,836,908
463,700,656
552,809,589
524,739,-436
758,-723,501
528,-639,-338
484,-540,-348
-914,776,-711
-716,790,773
-942,-616,878
4,117,4
-627,-773,-678
-917,764,-831
376,757,614
-810,864,802
699,-703,635
-646,-554,-686
539,-521,-420
579,871,-390
675,-831,525
-184,-41,64
-950,617,-725
-664,-681,-751
-989,-740,816
-913,-693,889
610,802,-431

--- scanner 21 ---
-328,515,-481
-417,574,-499
-621,584,416
-465,-344,-508
595,590,900
793,-530,-444
-358,-340,-590
-386,-522,745
154,-26,152
-358,-580,619
705,529,868
50,99,-7
799,454,-514
540,-327,651
577,-349,529
-755,704,388
-427,471,-544
661,639,759
774,366,-628
-490,-321,-533
513,-448,545
-677,701,483
-398,-670,707
667,-515,-452
678,-457,-552
828,531,-592

--- scanner 22 ---
-354,917,781
-281,841,734
639,-856,-861
562,853,614
600,-872,-861
650,-340,634
-669,-830,764
615,792,515
-514,-535,-659
-645,-747,872
566,-839,-856
-581,-624,-768
399,493,-762
-262,577,-795
535,464,-683
391,829,533
-535,-771,744
-368,738,-823
-397,644,-749
74,32,12
587,-316,723
490,-359,569
-292,870,657
549,579,-709
-556,-448,-716

--- scanner 23 ---
-854,-686,494
471,874,648
488,-734,-887
764,427,-727
-759,681,-745
-725,-714,449
-605,728,-695
795,538,-591
458,-463,533
405,770,623
387,-740,-928
-843,-741,525
477,-316,412
-885,549,507
-750,-482,-862
822,462,-589
-158,-21,43
461,812,673
-755,760,-782
-166,125,-115
448,-380,515
-700,-503,-917
-884,648,444
-824,602,404
-846,-390,-881
314,-693,-917

--- scanner 24 ---
-886,423,811
785,453,423
-396,553,-508
-81,38,127
-415,618,-348
-522,-528,979
706,-897,440
-479,-748,-503
652,-801,-610
-610,-708,-592
603,-785,-419
611,-707,-599
693,-894,441
861,406,496
736,672,-473
-636,-503,891
-372,464,-445
814,530,434
-29,-119,-2
-558,-474,814
-803,315,787
773,654,-249
-566,-719,-420
709,-852,407
797,573,-420
-827,443,677

--- scanner 25 ---
-729,-745,477
-809,409,-655
628,-585,534
405,464,-835
309,581,335
-697,-756,-375
-459,599,568
-390,539,409
-626,-825,-487
-823,-783,491
340,-640,-575
-14,-66,28
-435,584,501
334,-554,-667
420,614,418
352,480,376
-157,-24,-97
560,-387,566
254,-685,-720
359,483,-859
-649,398,-559
-616,-862,-402
547,-618,581
-708,341,-690
288,374,-843
-751,-815,603

--- scanner 26 ---
409,289,-495
-847,-575,496
413,467,-563
508,-736,-627
-930,-464,529
530,380,608
-764,280,526
628,-869,503
-42,-169,-23
650,-658,-548
503,274,552
624,-954,561
-499,-886,-493
-406,-695,-494
-856,235,571
560,-747,-638
-400,550,-551
-889,-507,630
-500,395,-544
-521,-713,-483
-582,501,-498
-697,304,511
440,253,530
-170,-6,-82
378,387,-577
649,-801,614

--- scanner 27 ---
367,-847,-431
805,450,827
-651,-490,-341
574,-485,737
86,-58,110
706,386,811
-461,301,-317
-745,-441,-432
419,347,-310
827,413,705
-667,-493,-503
329,-832,-245
466,513,-343
-529,329,473
-599,353,-300
-438,-863,890
-541,433,385
-516,-876,959
371,-838,-492
-673,-834,862
632,-513,611
-573,307,-497
484,-525,649
395,523,-393
-513,468,378

--- scanner 28 ---
-568,386,784
20,-72,121
-121,24,13
544,777,598
-450,-510,942
778,-914,-767
830,-551,427
-470,476,807
-501,832,-460
-378,-456,860
358,756,528
-717,-908,-600
552,-860,-755
790,-530,473
-589,-465,830
579,-909,-804
-484,781,-295
750,-556,440
434,835,522
-576,-802,-608
727,722,-476
-565,491,815
-467,717,-435
749,712,-303
842,711,-494
-695,-918,-609

--- scanner 29 ---
417,-415,713
-449,647,870
27,91,28
402,-451,-539
476,382,916
-393,704,754
548,-455,624
-428,869,849
857,539,-539
-777,-601,-329
-126,-2,126
-665,-378,797
827,434,-697
-541,876,-635
319,-462,-354
504,-444,796
-462,887,-670
-714,-362,606
-673,-456,617
460,454,788
488,413,930
-888,-669,-268
842,448,-606
-852,-520,-276
400,-532,-343
-583,781,-617

--- scanner 30 ---
397,-399,-587
-692,640,606
-549,-426,-591
517,-468,-682
503,792,687
-665,724,474
683,415,-508
469,573,730
-665,-505,-567
-470,730,-541
632,627,-528
747,564,-448
466,-420,-536
72,63,-118
935,-637,679
-375,-466,480
-385,-494,361
931,-631,564
866,-591,627
500,768,688
-305,727,-516
-647,841,608
-776,-459,-594
-413,713,-575
-379,-503,254

--- scanner 31 ---
-626,-772,665
-298,775,-361
795,558,497
-650,-716,745
470,819,-606
-465,-720,-367
783,706,535
476,861,-359
426,-668,854
16,67,24
-559,670,547
59,-95,-131
754,-852,-774
775,-921,-723
560,-548,826
-456,-698,-357
823,616,623
-452,696,550
706,-801,-628
-457,-579,-473
-310,549,-415
-441,686,552
504,-665,759
461,823,-545
-755,-747,659
-261,576,-366

--- scanner 32 ---
908,721,721
86,-57,-97
-713,-299,-592
-758,-783,430
-779,-597,500
818,456,-829
-623,521,428
-837,-707,424
907,-562,-902
549,-311,329
528,-351,375
860,594,720
-655,405,401
-714,-392,-401
829,529,-887
912,-363,-865
554,-391,342
695,675,687
-724,-414,-574
-659,757,-629
-69,-11,3
-569,667,-540
-586,448,388
-580,615,-551
907,480,-843
858,-589,-853

--- scanner 33 ---
-779,-614,345
695,317,397
-753,576,801
505,341,-394
411,432,-345
-667,-708,-706
615,-385,529
643,-378,564
557,300,449
-879,-666,355
483,-862,-738
-112,-148,91
489,503,-397
718,-890,-767
-711,-622,-690
-721,-601,-807
-870,-758,402
33,-26,-17
-604,557,-459
640,-959,-780
-592,444,-618
627,-473,425
-758,670,920
-605,562,-647
583,497,403
-870,560,878
